Title,Genre,Overview,Year,Netflix,HBO,Amazon Prime,Rating
Out of Time,"['Thriller', 'Crime', 'Drama']","Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.",2003,False,False,False,3.0
On Deadly Ground,"['Action', 'Thriller']","Forrest Taft is an environmental agent who works for the Aegis Oil Company in Alaska. Aegis Oil's corrupt CEO, Michael Jennings, is the kind of person who doesn't care whether or not oil spills into the ocean or onto the land, just as long as it's making money for him.",1994,False,False,False,2.0
The Adventures of Sharkboy and Lavagirl,"['Adventure', 'Family', 'Science Fiction']","Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.",2005,True,False,False,
The Beach,"['Drama', 'Adventure', 'Romance', 'Thriller']","Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",2000,False,False,False,3.0
Raising Helen,"['Drama', 'Comedy', 'Romance']","Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!",2004,False,False,False,3.0
Ninja Assassin,"['Action', 'Crime', 'Thriller']","Ninja Assassin follows Raizo (Rain), one of the deadliest assassins in the world. Taken from the streets as a child, he was transformed into a trained killer by the Ozunu Clan, a secret society whose very existence is considered a myth. But haunted by the merciless execution of his friend by the Clan, Raizo breaks free from them and vanishes. Now he waits, preparing to exact his revenge.",2009,True,False,False,3.0
For Love of the Game,"['Drama', 'Romance']","A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years.",1999,False,False,False,4.0
Striptease,"['Drama', 'Thriller', 'Crime']","Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder.",1996,False,False,False,1.0
Marmaduke,"['Family', 'Comedy']","When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.",2010,False,False,False,2.0
Hereafter,"['Drama', 'Fantasy']","A supernatural thriller centered on three people -- a blue-collar American, a French journalist and a London school boy -- who are touched by death in different ways.",2010,False,False,False,2.0
Murder by Numbers,"['Crime', 'Drama', 'Thriller']","Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes.",2002,False,False,False,
Assassins,"['Action', 'Adventure', 'Crime', 'Thriller']","Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",1995,False,False,False,2.0
Hannibal Rising,"['Crime', 'Drama', 'Thriller']","The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a med student he hones his appetite for the kill.",2007,False,False,False,3.0
The Story of Us,"['Comedy', 'Drama', 'Romance']",Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,1999,False,False,False,3.0
The Host,"['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']","A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",2013,False,False,False,4.0
Basic,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,2003,False,False,True,3.0
Blood Work,"['Crime', 'Drama', 'Mystery', 'Thriller']","Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",2002,False,False,False,2.0
The International,"['Drama', 'Thriller', 'Crime']","An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.",2009,False,False,False,2.0
Escape from L.A.,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",1996,False,False,True,
The Iron Giant,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']","In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",1999,False,False,False,4.0
The Life Aquatic with Steve Zissou,"['Adventure', 'Comedy', 'Drama']",Wes Anderson’s incisive quirky comedy build up stars complex characters like in ‘The Royal Tenenbaums’ with Bill Murray on in the leading role. An ocean adventure documentary film maker Zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.,2004,False,False,False,
Free State of Jones,"['War', 'Action', 'Drama', 'History', 'Thriller']","In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history.",2016,False,False,False,3.0
